time,open,high,low,close,volume
2021-11-23 10:00:00,116.18,116.624,116.0875,116.42,119839
2021-11-23 09:45:00,116.79,117.12,116.04,116.18,282115
2021-11-23 09:30:00,116.78,116.78,116.78,116.78,304
2021-11-23 09:15:00,116.5,116.57,116.48,116.57,648
2021-11-23 09:00:00,116.6,116.6,116.5999,116.5999,553
2021-11-23 08:45:00,116.6,116.6,116.6,116.6,245
2021-11-23 08:15:00,116.6499,116.69,116.6499,116.69,755
2021-11-23 08:00:00,116.6,116.6,116.47,116.5,1241
2021-11-23 07:45:00,116.8,116.8,116.8,116.8,223
2021-11-23 07:00:00,116.5,116.5,116.5,116.5,444
2021-11-23 06:15:00,116.47,116.49,116.47,116.49,1183
2021-11-23 05:30:00,116.5,116.5,116.35,116.35,406
2021-11-23 05:15:00,116.48,116.48,116.48,116.48,145
2021-11-23 04:45:00,116.37,116.37,116.37,116.37,235
2021-11-22 20:00:00,116.47,116.47,116.47,116.47,298
2021-11-22 19:30:00,116.47,116.47,116.47,116.47,156
2021-11-22 19:15:00,116.6,116.6,116.6,116.6,137
2021-11-22 17:30:00,116.44,116.44,116.3,116.36,2040
2021-11-22 17:15:00,116.58,116.58,116.58,116.58,421
2021-11-22 17:00:00,116.5,116.5,116.47,116.5,2958
2021-11-22 16:30:00,116.5,116.5,116.5,116.5,130
2021-11-22 16:15:00,116.47,116.5,116.47,116.5,307661
2021-11-22 16:00:00,117.0153,117.07,116.45,116.47,464758
2021-11-22 15:45:00,117.16,117.23,117.0,117.0,146762
2021-11-22 15:30:00,117.3449,117.3449,117.11,117.17,122016
2021-11-22 15:15:00,117.2884,117.465,117.2765,117.352,132210
2021-11-22 15:00:00,117.25,117.365,117.16,117.295,102968
2021-11-22 14:45:00,117.11,117.25,117.08,117.23,109184
2021-11-22 14:30:00,117.44,117.44,116.93,117.0896,129438
2021-11-22 14:15:00,117.63,117.721,117.43,117.44,96529
2021-11-22 14:00:00,117.685,117.77,117.62,117.635,162118
2021-11-22 13:45:00,117.59,117.705,117.51,117.68,122566
2021-11-22 13:30:00,117.295,117.66,117.28,117.605,133070
2021-11-22 13:15:00,117.25,117.495,117.1,117.285,151743
2021-11-22 13:00:00,117.54,117.54,117.12,117.24,111185
2021-11-22 12:45:00,117.645,117.67,117.4338,117.55,118865
2021-11-22 12:30:00,118.04,118.07,117.48,117.6609,246171
2021-11-22 12:15:00,118.53,118.77,118.0,118.03,218390
2021-11-22 12:00:00,118.67,118.81,118.41,118.5,338470
2021-11-22 11:45:00,118.27,118.71,118.21,118.665,383992
2021-11-22 11:30:00,117.65,118.28,117.4742,118.26,287793
2021-11-22 11:15:00,116.82,117.67,116.77,117.67,285906
2021-11-22 11:00:00,116.29,116.82,116.21,116.8,310092
2021-11-22 10:45:00,116.04,116.4299,116.04,116.28,157175
2021-11-22 10:30:00,116.17,116.26,116.0,116.03,156663
2021-11-22 10:15:00,116.15,116.455,115.96,116.18,192891
2021-11-22 10:00:00,115.41,116.1999,115.19,116.15,281975
2021-11-22 09:45:00,116.0,116.1499,115.42,115.42,294757
2021-11-22 09:30:00,116.2,116.2,115.7,115.7,3098
2021-11-22 09:15:00,116.45,116.45,116.45,116.45,691
2021-11-22 09:00:00,116.39,116.39,116.31,116.35,848
2021-11-22 08:45:00,116.39,116.39,116.39,116.39,301
2021-11-22 08:30:00,116.33,116.4,116.3,116.3,751
2021-11-22 08:15:00,116.39,116.49,116.15,116.4,2234
2021-11-22 08:00:00,116.38,116.39,116.38,116.39,331
2021-11-22 07:30:00,116.3,116.3,116.3,116.3,410
2021-11-22 07:15:00,116.2,116.2,116.2,116.2,928
2021-11-19 20:00:00,116.23,116.26,116.23,116.26,1586
2021-11-19 19:15:00,116.23,116.23,116.23,116.23,100
2021-11-19 18:45:00,116.25,116.25,116.25,116.25,200
2021-11-19 18:30:00,116.13,116.29,116.13,116.28,2111
2021-11-19 18:00:00,116.08,116.08,116.08,116.08,100
2021-11-19 17:45:00,116.18,116.18,116.18,116.18,213
2021-11-19 17:30:00,116.05,116.05,116.05,116.05,23004
2021-11-19 17:15:00,116.0501,116.45,116.0501,116.45,1212
2021-11-19 17:00:00,116.0,116.05,116.0,116.05,603
2021-11-19 16:45:00,116.05,116.05,116.05,116.05,278
2021-11-19 16:30:00,116.04,116.05,116.0,116.0,1481
2021-11-19 16:15:00,116.05,116.05,116.05,116.05,112693
2021-11-19 16:00:00,116.03,116.19,115.941,116.02,527249
2021-11-19 15:45:00,115.8844,116.09,115.83,116.04,291923
2021-11-19 15:30:00,115.94,115.95,115.75,115.88,112702
2021-11-19 15:15:00,115.7344,115.9521,115.725,115.9521,131732
2021-11-19 15:00:00,115.52,115.75,115.49,115.74,271533
2021-11-19 14:45:00,115.48,115.53,115.37,115.52,142175
2021-11-19 14:30:00,115.6211,115.63,115.27,115.46,239279
2021-11-19 14:15:00,115.65,115.67,115.46,115.625,201206
2021-11-19 14:00:00,115.77,115.7858,115.54,115.64,171792
2021-11-19 13:45:00,116.0,116.02,115.7,115.76,125339
2021-11-19 13:30:00,116.21,116.25,116.0,116.01,84742
2021-11-19 13:15:00,116.35,116.35,116.16,116.2,116914
2021-11-19 13:00:00,116.31,116.3726,116.245,116.3555,73888
2021-11-19 12:45:00,116.2616,116.39,116.23,116.28,82272
2021-11-19 12:30:00,116.2502,116.33,116.17,116.27,109527
2021-11-19 12:15:00,116.0,116.28,115.9302,116.2301,131286
2021-11-19 12:00:00,115.945,116.06,115.73,115.9921,131041
2021-11-19 11:45:00,116.035,116.07,115.84,115.93,132683
2021-11-19 11:30:00,115.82,116.04,115.82,116.0307,160404
2021-11-19 11:15:00,115.8799,115.96,115.7,115.82,174522
2021-11-19 11:00:00,115.9999,116.11,115.84,115.85,140485
2021-11-19 10:45:00,116.03,116.2,115.94,115.98,172342
2021-11-19 10:30:00,116.21,116.24,115.9471,116.025,162280
2021-11-19 10:15:00,116.41,116.45,115.89,116.21,150945
2021-11-19 10:00:00,116.54,116.54,116.12,116.4453,171736
2021-11-19 09:45:00,116.49,116.56,115.7,116.515,529759
2021-11-19 09:30:00,116.38,116.55,116.35,116.55,3388
2021-11-19 09:00:00,116.16,116.33,116.16,116.22,1345
2021-11-19 08:45:00,116.36,116.36,116.36,116.36,354
2021-11-19 08:30:00,116.28,116.38,116.28,116.38,439
2021-11-19 08:15:00,116.23,116.4,116.2,116.28,1663
2021-11-19 07:45:00,116.38,116.38,116.38,116.38,222
2021-11-19 07:15:00,116.22,116.4,116.22,116.4,704
2021-11-19 06:30:00,116.0,116.01,115.99,116.01,2175
2021-11-19 06:15:00,116.07,116.07,116.0,116.0,985
2021-11-19 06:00:00,116.48,116.48,116.48,116.48,531
2021-11-19 05:15:00,116.2,116.2,116.2,116.2,214
2021-11-19 05:00:00,116.89,116.89,116.89,116.89,283
2021-11-18 19:15:00,116.79,116.79,116.79,116.79,101
2021-11-18 19:00:00,116.79,116.79,116.79,116.79,117
2021-11-18 18:30:00,116.79,116.79,116.79,116.79,220
2021-11-18 18:15:00,116.79,116.79,116.79,116.79,100
2021-11-18 17:45:00,116.71,116.71,116.71,116.71,106
2021-11-18 17:00:00,116.74,116.75,116.66,116.66,4772
2021-11-18 16:45:00,116.61,116.66,116.6,116.6,1161
2021-11-18 16:30:00,116.67,116.7,116.6,116.6,1536
2021-11-18 16:15:00,116.66,116.66,116.66,116.66,46914
2021-11-18 16:00:00,116.7375,116.87,116.59,116.71,544676
2021-11-18 15:45:00,116.76,116.8199,116.6999,116.735,209607
2021-11-18 15:30:00,116.8098,116.8656,116.69,116.77,151784
2021-11-18 15:15:00,116.87,116.89,116.76,116.8,116398
2021-11-18 15:00:00,116.69,116.88,116.67,116.87,101452
2021-11-18 14:45:00,116.88,116.98,116.67,116.68,93606
2021-11-18 14:30:00,116.83,116.9,116.7571,116.88,91967
2021-11-18 14:15:00,117.06,117.08,116.8,116.8162,108628
2021-11-18 14:00:00,117.23,117.39,117.06,117.06,159504
2021-11-18 13:45:00,116.89,117.28,116.88,117.22,151821
2021-11-18 13:30:00,116.63,116.91,116.49,116.91,153714
2021-11-18 13:15:00,116.465,116.64,116.45,116.633,96996
2021-11-18 13:00:00,116.5862,116.5862,116.4338,116.4534,100537
2021-11-18 12:45:00,116.64,116.77,116.585,116.585,81218
2021-11-18 12:30:00,116.84,116.88,116.61,116.63,110208
2021-11-18 12:15:00,116.48,116.93,116.47,116.82,210943
2021-11-18 12:00:00,116.38,116.48,116.31,116.48,148193
2021-11-18 11:45:00,116.36,116.525,116.33,116.4,218356
2021-11-18 11:30:00,116.56,116.6,116.332,116.36,125185
2021-11-18 11:15:00,116.41,116.585,116.35,116.552,135372
2021-11-18 11:00:00,116.57,116.63,116.32,116.4,190585
2021-11-18 10:45:00,116.57,116.84,116.42,116.5514,239153
2021-11-18 10:30:00,116.62,116.77,116.44,116.551,235796
2021-11-18 10:15:00,117.09,117.245,116.46,116.6075,309385
2021-11-18 10:00:00,117.6,118.36,117.07,117.11,250865
2021-11-18 09:45:00,118.36,118.36,117.47,117.6,313283
2021-11-18 09:30:00,118.34,118.6,118.34,118.6,2244
2021-11-18 09:15:00,118.36,118.36,118.35,118.35,1033
2021-11-18 08:45:00,118.44,118.44,118.44,118.44,100
2021-11-18 08:30:00,118.41,118.41,118.36,118.36,1760
2021-11-18 08:15:00,118.4899,118.71,118.4899,118.5,1276
2021-11-18 07:45:00,118.49,118.49,118.44,118.44,1628
2021-11-18 07:00:00,118.85,119.19,118.85,118.85,2147
2021-11-17 19:45:00,118.01,118.01,118.01,118.01,100
2021-11-17 19:30:00,118.01,118.01,118.01,118.01,100
2021-11-17 18:15:00,118.0,118.06,118.0,118.06,600
2021-11-17 18:00:00,118.05,118.05,118.02,118.02,367
2021-11-17 17:45:00,118.06,118.06,118.06,118.06,100
2021-11-17 17:30:00,118.12,118.12,118.09,118.09,307
2021-11-17 17:15:00,118.14,118.24,118.14,118.24,1162
2021-11-17 16:45:00,118.0001,118.18,118.0001,118.15,460
2021-11-17 16:30:00,118.24,118.24,118.01,118.01,204
2021-11-17 16:15:00,118.06,118.06,118.06,118.06,109345
2021-11-17 16:00:00,118.05,118.22,118.034,118.06,408480
2021-11-17 15:45:00,118.045,118.17,117.96,118.05,122363
2021-11-17 15:30:00,117.98,118.12,117.95,118.045,103345
2021-11-17 15:15:00,117.91,118.02,117.89,117.97,105451
2021-11-17 15:00:00,117.9,117.9492,117.8201,117.9,93061
2021-11-17 14:45:00,117.81,117.94,117.78,117.87,90547
2021-11-17 14:30:00,118.09,118.09,117.8,117.82,193879
2021-11-17 14:15:00,118.15,118.195,118.03,118.07,94068
2021-11-17 14:00:00,118.24,118.24,118.09,118.15,146418
2021-11-17 13:45:00,118.22,118.34,118.21,118.24,81385
2021-11-17 13:30:00,118.37,118.39,118.19,118.225,85651
2021-11-17 13:15:00,118.2184,118.39,118.19,118.36,89100
2021-11-17 13:00:00,118.3855,118.3855,118.21,118.22,92181
2021-11-17 12:45:00,118.4,118.48,118.27,118.385,111846
2021-11-17 12:30:00,118.23,118.44,118.2203,118.38,118940
2021-11-17 12:15:00,118.3605,118.3902,118.22,118.245,136356
2021-11-17 12:00:00,118.24,118.425,118.24,118.34,83753
2021-11-17 11:45:00,118.18,118.35,118.16,118.24,125956
2021-11-17 11:30:00,118.465,118.465,118.17,118.1991,134997
2021-11-17 11:15:00,118.49,118.49,118.33,118.468,137240
2021-11-17 11:00:00,118.59,118.62,118.4,118.5,86211
2021-11-17 10:45:00,118.4642,118.7447,118.43,118.61,112490
2021-11-17 10:30:00,118.6126,118.6126,118.46,118.48,99942
2021-11-17 10:15:00,118.84,118.87,118.51,118.61,120262
2021-11-17 10:00:00,119.14,119.33,118.82,118.88,172510
2021-11-17 09:45:00,118.38,119.2,118.21,119.14,446341
2021-11-17 09:30:00,118.33,118.56,118.3,118.3,1554
2021-11-17 09:15:00,118.4,118.4,118.05,118.33,3775
2021-11-17 09:00:00,118.5,118.6,118.45,118.55,2531
2021-11-17 08:45:00,118.5,118.6,118.5,118.6,891
2021-11-17 08:30:00,118.55,118.55,118.5,118.5,1581
2021-11-17 08:15:00,118.51,118.75,118.51,118.55,1205
2021-11-17 08:00:00,118.62,118.62,118.62,118.62,235
2021-11-17 07:45:00,118.7,118.7,118.7,118.7,532
2021-11-17 07:15:00,118.72,118.72,118.72,118.72,350
2021-11-17 05:45:00,118.6,118.6,118.6,118.6,735
2021-11-16 20:00:00,118.76,118.76,118.76,118.76,185
2021-11-16 19:30:00,118.6,118.6,118.6,118.6,121
2021-11-16 19:00:00,118.6,118.6,118.6,118.6,100
2021-11-16 18:00:00,118.51,118.51,118.51,118.51,1010
2021-11-16 17:45:00,118.6,118.6,118.6,118.6,186
2021-11-16 17:15:00,118.53,118.56,118.53,118.56,721
2021-11-16 17:00:00,118.54,118.56,118.53,118.53,61346
2021-11-16 16:30:00,118.5,118.61,118.5,118.61,2735
2021-11-16 16:15:00,118.46,118.61,118.46,118.61,81182
2021-11-16 16:00:00,118.59,118.62,118.42,118.49,1141261
2021-11-16 15:45:00,118.7281,118.77,118.58,118.595,159156
2021-11-16 15:30:00,118.71,118.815,118.6894,118.725,130235
2021-11-16 15:15:00,118.69,118.74,118.63,118.72,110762
2021-11-16 15:00:00,118.755,118.7698,118.67,118.6831,109503
2021-11-16 14:45:00,118.9,118.9184,118.74,118.75,98091
2021-11-16 14:30:00,119.02,119.02,118.8512,118.9162,81248
2021-11-16 14:15:00,119.03,119.085,118.98,119.02,95225
2021-11-16 14:00:00,118.87,119.06,118.8601,119.0302,64710
2021-11-16 13:45:00,118.85,118.96,118.85,118.87,78643
2021-11-16 13:30:00,118.94,118.94,118.8258,118.8436,82422
2021-11-16 13:15:00,118.9759,119.02,118.91,118.94,89766
2021-11-16 13:00:00,119.13,119.15,118.955,118.9636,90138
2021-11-16 12:45:00,119.11,119.14,119.01,119.12,79884
2021-11-16 12:30:00,118.9435,119.11,118.91,119.11,96920
2021-11-16 12:15:00,118.97,119.0687,118.94,118.94,84160
2021-11-16 12:00:00,119.1,119.135,118.94,118.9736,165662
2021-11-16 11:45:00,119.107,119.2,119.04,119.105,85380
2021-11-16 11:30:00,119.3,119.35,119.1,119.1199,112882
2021-11-16 11:15:00,119.1,119.32,119.09,119.2933,104569
2021-11-16 11:00:00,119.4534,119.4534,119.065,119.105,110326
2021-11-16 10:45:00,119.47,119.59,119.35,119.46,85898
2021-11-16 10:30:00,119.63,119.659,119.3019,119.455,117851
2021-11-16 10:15:00,119.56,119.66,119.35,119.635,122261
2021-11-16 10:00:00,119.6,119.9,118.92,119.57,263632
2021-11-16 09:45:00,118.92,119.71,118.664,119.59,305811
2021-11-16 09:30:00,119.0,119.17,118.95,119.1699,973
2021-11-16 09:00:00,119.06,119.17,119.06,119.14,1018
2021-11-16 08:45:00,119.0934,119.17,119.09,119.17,1725
2021-11-16 08:30:00,119.1,119.1,119.1,119.1,300
2021-11-16 08:15:00,119.05,119.3499,119.0,119.0,1227
2021-11-16 07:00:00,119.16,119.17,119.16,119.17,200
2021-11-16 06:15:00,118.99,119.0,118.99,119.0,516
2021-11-16 06:00:00,119.21,119.21,119.01,119.01,489
2021-11-16 05:30:00,119.02,119.02,119.02,119.02,221
2021-11-15 19:45:00,118.91,118.91,118.91,118.91,460
2021-11-15 19:30:00,118.99,118.99,118.87,118.87,922
2021-11-15 19:15:00,118.87,118.97,118.87,118.97,481
2021-11-15 18:15:00,118.85,118.85,118.85,118.85,146
2021-11-15 18:00:00,118.85,118.85,118.85,118.85,200
2021-11-15 17:30:00,118.78,118.78,118.75,118.75,545
2021-11-15 17:00:00,118.89,118.89,118.76,118.76,704
2021-11-15 16:45:00,118.76,118.89,118.76,118.89,989
2021-11-15 16:30:00,118.71,118.9,118.71,118.78,8966
2021-11-15 16:15:00,118.87,118.87,118.87,118.87,71186
2021-11-15 16:00:00,118.57,118.88,118.54,118.86,513834
2021-11-15 15:45:00,118.725,118.78,118.55,118.57,204483
2021-11-15 15:30:00,118.61,118.73,118.58,118.725,129130
2021-11-15 15:15:00,118.57,118.67,118.51,118.61,110607
2021-11-15 15:00:00,118.67,118.73,118.57,118.575,107881
2021-11-15 14:45:00,118.725,118.74,118.6349,118.66,102617
2021-11-15 14:30:00,118.775,118.79,118.6976,118.74,100805
2021-11-15 14:15:00,118.76,118.82,118.7115,118.775,83954
2021-11-15 14:00:00,118.705,118.79,118.655,118.77,100799
2021-11-15 13:45:00,118.8702,118.9,118.6917,118.702,67041
2021-11-15 13:30:00,118.71,118.94,118.67,118.8701,123562
2021-11-15 13:15:00,118.83,118.83,118.31,118.7299,318407
2021-11-15 13:00:00,118.835,118.86,118.765,118.83,78617
2021-11-15 12:45:00,118.875,118.93,118.765,118.84,105667
2021-11-15 12:30:00,118.79,118.91,118.73,118.875,92622
2021-11-15 12:15:00,118.91,118.925,118.78,118.79,97576
2021-11-15 12:00:00,118.78,118.965,118.75,118.905,116594
2021-11-15 11:45:00,119.01,119.02,118.77,118.8,138065
2021-11-15 11:30:00,119.25,119.26,118.97,119.03,127724
2021-11-15 11:15:00,119.085,119.28,119.06,119.23,121140
2021-11-15 11:00:00,119.01,119.32,119.01,119.1,116890
2021-11-15 10:45:00,119.22,119.226,118.82,119.01,323133
2021-11-15 10:30:00,118.88,119.29,118.75,119.23,192343
2021-11-15 10:15:00,119.52,119.56,118.86,118.88,220837
2021-11-15 10:00:00,119.91,120.03,119.47,119.535,160181
2021-11-15 09:45:00,119.54,120.16,119.54,119.91,448146
2021-11-15 09:30:00,119.3,119.51,119.3,119.51,2283
2021-11-15 09:15:00,119.52,119.6,118.9096,119.3,7211
2021-11-15 09:00:00,119.55,119.6,119.46,119.5,3549
2021-11-15 08:45:00,119.915,119.915,119.46,119.67,8437
2021-11-15 08:30:00,119.6499,119.82,119.63,119.82,2512
2021-11-15 08:15:00,119.65,119.77,119.5499,119.65,6834
2021-11-15 08:00:00,119.66,119.66,119.66,119.66,391
2021-11-15 07:30:00,119.5,119.69,119.47,119.69,2348
2021-11-15 07:15:00,119.88,120.0,119.5,119.5,4121
2021-11-15 06:30:00,120.0,120.0,119.8,120.0,605
2021-11-15 06:15:00,119.8,120.1,119.8,120.0,2755
2021-11-15 06:00:00,119.99,120.05,119.99,120.05,2035
2021-11-15 04:30:00,120.11,120.11,120.11,120.11,521
2021-11-15 04:15:00,119.67,120.0,119.67,120.0,2144
2021-11-12 20:00:00,119.05,119.05,119.0,119.0,1672
2021-11-12 19:45:00,119.15,119.15,119.15,119.15,500
2021-11-12 19:30:00,119.16,119.16,119.16,119.16,200
2021-11-12 18:00:00,119.1,119.1,119.01,119.01,200
2021-11-12 17:45:00,119.02,119.02,118.96,119.0,3599
2021-11-12 17:30:00,119.05,119.19,119.05,119.05,706
2021-11-12 17:15:00,119.05,119.05,119.05,119.05,664
2021-11-12 17:00:00,119.0,119.0,119.0,119.0,350
2021-11-12 16:45:00,119.0,119.0,119.0,119.0,436
2021-11-12 16:30:00,118.9561,118.96,118.95,118.95,6107
2021-11-12 16:15:00,118.96,119.0,118.96,119.0,279595
2021-11-12 16:00:00,118.93,119.05,118.885,118.94,561213
2021-11-12 15:45:00,119.17,119.26,118.855,118.93,287850
2021-11-12 15:30:00,119.0606,119.22,119.05,119.19,170847
2021-11-12 15:15:00,119.07,119.11,118.98,119.064,116682
2021-11-12 15:00:00,119.0203,119.1224,119.0,119.078,112297
2021-11-12 14:45:00,119.04,119.085,118.94,119.02,109296
2021-11-12 14:30:00,118.938,119.14,118.936,119.04,115221
2021-11-12 14:15:00,118.99,119.0029,118.78,118.94,205585
2021-11-12 14:00:00,119.14,119.15,118.97,118.99,166707
2021-11-12 13:45:00,119.2,119.27,119.14,119.14,77358
2021-11-12 13:30:00,119.325,119.38,119.18,119.18,130553
2021-11-12 13:15:00,119.29,119.42,119.21,119.3325,127790
2021-11-12 13:00:00,119.28,119.35,119.25,119.3,116630
2021-11-12 12:45:00,119.38,119.39,119.11,119.28,195582
2021-11-12 12:30:00,119.61,119.62,119.38,119.395,162678
2021-11-12 12:15:00,119.84,119.87,119.58,119.6399,104279
2021-11-12 12:00:00,119.8,119.87,119.74,119.82,90197
2021-11-12 11:45:00,119.81,119.88,119.7041,119.8,96916
2021-11-12 11:30:00,119.84,119.98,119.78,119.8,175741
2021-11-12 11:15:00,119.6238,119.87,119.6238,119.84,126608
2021-11-12 11:00:00,119.6985,119.88,119.61,119.64,110858
2021-11-12 10:45:00,119.715,119.85,119.65,119.705,156552
2021-11-12 10:30:00,119.94,120.07,119.63,119.7142,156771
2021-11-12 10:15:00,119.685,119.9235,119.61,119.87,105349
2021-11-12 10:00:00,119.765,119.98,119.44,119.66,202975
2021-11-12 09:45:00,120.0,120.64,119.55,119.74,400430
2021-11-12 09:30:00,120.45,120.45,120.0,120.0,20519
2021-11-12 09:15:00,120.51,120.51,120.45,120.45,924
2021-11-12 09:00:00,120.5,120.55,120.4,120.52,1065
2021-11-12 08:30:00,120.5,120.5,120.5,120.5,214
2021-11-12 08:15:00,120.8658,120.88,120.4501,120.5,1151
2021-11-12 08:00:00,120.6,120.6,120.56,120.56,3633
2021-11-12 07:45:00,120.6,120.6,120.6,120.6,1840
2021-11-12 05:30:00,120.61,120.61,120.6,120.61,516
2021-11-11 20:00:00,120.4,120.4,120.4,120.4,350
2021-11-11 19:45:00,120.4,120.5,120.4,120.5,949
2021-11-11 19:30:00,120.42,120.42,120.42,120.42,280
2021-11-11 19:15:00,120.42,120.42,120.42,120.42,840
2021-11-11 18:45:00,120.3,120.3,120.3,120.3,302
2021-11-11 16:15:00,120.27,120.27,120.2,120.2,28416
2021-11-11 16:00:00,120.373,120.4,120.14,120.27,447868
2021-11-11 15:45:00,120.24,120.4,120.24,120.375,221204
2021-11-11 15:30:00,120.18,120.34,120.18,120.24,126466
2021-11-11 15:15:00,120.27,120.35,120.08,120.175,182958
2021-11-11 15:00:00,120.275,120.37,120.19,120.27,132778
2021-11-11 14:45:00,120.395,120.425,120.22,120.28,225995
2021-11-11 14:30:00,120.58,120.58,120.335,120.39,134585
2021-11-11 14:15:00,120.57,120.59,120.47,120.575,132133
2021-11-11 14:00:00,120.79,120.805,120.54,120.58,111329
2021-11-11 13:45:00,120.86,121.02,120.73,120.7982,143793
2021-11-11 13:30:00,120.789,120.92,120.695,120.88,239758
2021-11-11 13:15:00,121.03,121.065,120.78,120.79,108801
2021-11-11 13:00:00,121.11,121.125,120.94,121.04,114286
2021-11-11 12:45:00,121.22,121.27,121.07,121.12,104676
2021-11-11 12:30:00,120.99,121.25,120.87,121.23,119255
2021-11-11 12:15:00,121.33,121.39,120.99,121.0,116764
2021-11-11 12:00:00,121.49,121.49,121.29,121.3149,100657
2021-11-11 11:45:00,121.24,121.66,121.18,121.4604,130311
2021-11-11 11:30:00,121.2098,121.3987,121.11,121.235,140198
